,Date,Round Number,Round Name,Major Category,Minor Category,Minor Category 2,Notes,Possible Points,Coop,Replay,Alex,Megan,Jenny,Ichigo,Zach,Dan,Debi,Paige,Jeff,Drew,Chris,Dillon,Creator,Link
205,2020-10-01,2,Logos Picture Round,Entertainment,Pop Culture,,,8,No,No,5,6,3,,7,7,5,,4,5,6,,Ichigo,https://docs.google.com/presentation/d/1mP95wdGPNKJslxy0i6LHemiXRVasaeb_EQ0iwTVka-Y/embed?start=false&slide=id.g9dc1cce979_0_314
206,2020-10-01,3,I Won't Have a Category,Word Games,,,,8,No,No,6,5,7,4,7,8,3,,6,,5,,Drew,https://docs.google.com/presentation/d/1mP95wdGPNKJslxy0i6LHemiXRVasaeb_EQ0iwTVka-Y/embed?start=false&slide=id.g9dc1cce979_12_45
207,2020-10-01,4,Hot 100 Part II Music Round,Music,,,,8,No,No,6,2,4,2,3,7,1,,,7,4,,Jeff,https://docs.google.com/presentation/d/1mP95wdGPNKJslxy0i6LHemiXRVasaeb_EQ0iwTVka-Y/embed?start=false&slide=id.g9dc1cce979_0_157
208,2020-10-01,5,Pardon My French,Humanities,Grammar and Vocab,,,8,No,No,8,8,,8,8,7,5,,7,8,6,,Jenny,https://docs.google.com/presentation/d/1mP95wdGPNKJslxy0i6LHemiXRVasaeb_EQ0iwTVka-Y/embed?start=false&slide=id.g9dc1cce979_7_50
209,2020-10-01,6,Famous Commercials,Entertainment,Television,,,8,No,No,4,,4,5,5,5,2,,3,7,5,,Megan,https://docs.google.com/presentation/d/1mP95wdGPNKJslxy0i6LHemiXRVasaeb_EQ0iwTVka-Y/embed?start=false&slide=id.g9dc1cce979_27_0
210,2020-10-01,7,Boggle,Word Games,,,,12.5,No,No,9,8,10,9,,8.5,7.75,,9,9,1.25,,Zach,https://docs.google.com/presentation/d/1mP95wdGPNKJslxy0i6LHemiXRVasaeb_EQ0iwTVka-Y/embed?start=false&slide=id.g9dc1cce979_0_382
211,2020-10-01,8,Brand Names for Generic Items,Entertainment,Pop Culture,,,8,No,No,5,8,7,4,8,6,,,7,4,5,,Mom,https://docs.google.com/presentation/d/1mP95wdGPNKJslxy0i6LHemiXRVasaeb_EQ0iwTVka-Y/embed?start=false&slide=id.g9dc1cce979_22_0
212,2020-10-08,1,Meme Songs,Music,Pop Culture,,Birthday - Jenny,8,No,No,6,4,7,6,6,,1,,6,3,6,,Dad,https://docs.google.com/presentation/d/1-LR_mjPeRmGNs8KH_zk5isJWgFGQGpGodsQ6EXI7--o/embed?start=false&slide=id.ga05f99df2e_1_45
213,2020-10-08,2,What's in a me Picture Round,Entertainment,Television,Movies,,11,No,No,9,9,9,9,9,10,8,,9,,9,,Drew,https://docs.google.com/presentation/d/1-LR_mjPeRmGNs8KH_zk5isJWgFGQGpGodsQ6EXI7--o/embed?start=false&slide=id.ga05f99df2e_6_45
214,2020-10-08,3,Disney Movies,Entertainment,Movies,Animated,,8,No,No,5,3,7,4,4,7,3,,2,2,,,Chris,https://docs.google.com/presentation/d/1-LR_mjPeRmGNs8KH_zk5isJWgFGQGpGodsQ6EXI7--o/embed?start=false&slide=id.ga05f99e098_1_45
215,2020-10-08,4,Jenny Themed Music Round,Music,,,,9,No,No,4,5,8.5,,5.5,3.5,1.5,,2,1.5,4.5,,Ichigo,https://docs.google.com/presentation/d/1-LR_mjPeRmGNs8KH_zk5isJWgFGQGpGodsQ6EXI7--o/embed?start=false&slide=id.g56c698b077_0_30
216,2020-10-08,5,Jenny Themed Scattergories,Word Games,,,,10,No,No,,8,10,8,7,6,4,,7,1,6,,Alex,https://docs.google.com/presentation/d/1-LR_mjPeRmGNs8KH_zk5isJWgFGQGpGodsQ6EXI7--o/embed?start=false&slide=id.ga05f99df2e_16_0
217,2020-10-08,6,Jenny Themed Common Bond,Hodgepodge,,,,8,No,No,5,9,6,2,,8,5,,3,4,2,,Zach,https://docs.google.com/presentation/d/1-LR_mjPeRmGNs8KH_zk5isJWgFGQGpGodsQ6EXI7--o/embed?start=false&slide=id.ga05f99e098_12_0
218,2020-10-08,7,Common Bond,Hodgepodge,,,,10,No,No,8,6,7,7,5,6,,,6,7,4,,Mom,https://docs.google.com/presentation/d/1-LR_mjPeRmGNs8KH_zk5isJWgFGQGpGodsQ6EXI7--o/embed?start=false&slide=id.ga05f99df2e_11_45
219,2020-10-08,8,Jenny Doesn't Know,Hodgepodge,,,,9,No,No,4,5,,4,6,4,2,,4,4,1,,Jenny,https://docs.google.com/presentation/d/1-LR_mjPeRmGNs8KH_zk5isJWgFGQGpGodsQ6EXI7--o/embed?start=false&slide=id.ga05f99e098_7_58
220,2020-10-15,1,Trivial Pursuit,Hodgepodge,,,,8,No,No,4,1.5,3.5,2,4.5,,2.5,,,4,,,Dad,https://docs.google.com/presentation/d/1QX3szEMEIZRufXYQwrxKeRbIMFf96hHBRXLGgBGYwCk/embed?start=false&slide=id.ga1eccf8fcf_2_1502
221,2020-10-15,2,Rhyming Picture Round,Word Games,,,,8,No,No,,7,7,4,7,7,4,,,7,,,Alex,https://docs.google.com/presentation/d/1QX3szEMEIZRufXYQwrxKeRbIMFf96hHBRXLGgBGYwCk/embed?start=false&slide=id.ga1eccf8fcf_7_1423
222,2020-10-15,3,Children's Books,Humanities,Literature,,,9,No,No,8,5,3.25,,3,5,3.5,,,1.5,,,Ichigo,https://docs.google.com/presentation/d/1QX3szEMEIZRufXYQwrxKeRbIMFf96hHBRXLGgBGYwCk/embed?start=false&slide=id.ga1eccf8fcf_12_763
223,2020-10-15,4,Hindsight is 2020,Current Events,,,,9,No,No,5.75,5.75,6.75,5.75,7.75,7.75,3.75,,,7.75,,,,https://docs.google.com/presentation/d/1QX3szEMEIZRufXYQwrxKeRbIMFf96hHBRXLGgBGYwCk/embed?start=false&slide=id.ga1eccf8fcf_17_45
224,2020-10-15,5,Disney Princes,Entertainment,Movies,Animated,,10,No,No,10,,10,8,10,9,8,,,6,,,Megan,https://docs.google.com/presentation/d/1QX3szEMEIZRufXYQwrxKeRbIMFf96hHBRXLGgBGYwCk/embed?start=false&slide=id.ga1eccf8fcf_22_45
225,2020-10-15,6,Which is Older?,Misc,Pop Culture,History,,9,No,No,5,7,,4,6,6,5,,,7,,,Jenny,https://docs.google.com/presentation/d/1QX3szEMEIZRufXYQwrxKeRbIMFf96hHBRXLGgBGYwCk/embed?start=false&slide=id.ga1eccf8fcf_27_119
226,2020-10-15,7,The Most Expensive,Misc,,,,8,No,No,1,3,1,0,0,2,,,,2,,,Mom,https://docs.google.com/presentation/d/1QX3szEMEIZRufXYQwrxKeRbIMFf96hHBRXLGgBGYwCk/embed?start=false&slide=id.ga1eccf8fcf_32_45
227,2020-10-15,8,Scuse Me.,Music,,,,8,No,No,6,5,4,4,6,7,0,,,,,,Drew,https://docs.google.com/presentation/d/1QX3szEMEIZRufXYQwrxKeRbIMFf96hHBRXLGgBGYwCk/embed?start=false&slide=id.ga1eccf8fcf_39_45
228,2020-10-22,1,Fast Food Menus,Misc,Pop Culture,,Birthday - Jeff,8,No,No,5,3,4,4,,,3,,6,6,,,Dad,https://docs.google.com/presentation/d/1p9IMxFxjJMA6Q3GkjzPqvmEYyOg0Whxs4LL013TLaTQ/embed?start=false&slide=id.g9e9d68fbe8_1_49
229,2020-10-22,2,80's Video Games Picture Round,Entertainment,Games,Video Games,,8,No,No,6,,2,4,,4,2,,4,5,,,Megan,https://docs.google.com/presentation/d/1p9IMxFxjJMA6Q3GkjzPqvmEYyOg0Whxs4LL013TLaTQ/embed?start=false&slide=id.g9e9d68fbe8_6_45
230,2020-10-22,3,Nothing Compares to the 90's Music Round,Music,,,,8,No,No,5.5,2.5,2.5,,,5,2,,5.5,6.5,,,Ichigo,https://docs.google.com/presentation/d/1p9IMxFxjJMA6Q3GkjzPqvmEYyOg0Whxs4LL013TLaTQ/embed?start=false&slide=id.g9e99c0aeae_0_0
231,2020-10-22,4,80's Movie Trivia,Entertainment,Movies,,,8,No,No,2,2,,3,,5,1,,3,6,,,Jenny,https://docs.google.com/presentation/d/1p9IMxFxjJMA6Q3GkjzPqvmEYyOg0Whxs4LL013TLaTQ/embed?start=false&slide=id.g9e9d68fbe8_11_45
232,2020-10-22,5,Scuse Me. Part Deux.,Music,,,,8,No,No,6,6,5,6,,8,5,,7,,,,Drew,https://docs.google.com/presentation/d/1p9IMxFxjJMA6Q3GkjzPqvmEYyOg0Whxs4LL013TLaTQ/embed?start=false&slide=id.g9e9d68fbe8_16_0
233,2020-10-22,6,Common Bond Picture Round,Entertainment,Pop Culture,,,8,No,No,,2,4,4,,6,4,,5,8,,,Alex,https://docs.google.com/presentation/d/1p9IMxFxjJMA6Q3GkjzPqvmEYyOg0Whxs4LL013TLaTQ/embed?start=false&slide=id.g9e9d68fbe8_21_59
234,2020-10-22,7,1967,Hodgepodge,History,,,8,No,No,7,6,5,6,,8,,,8,8,,,Mom,https://docs.google.com/presentation/d/1p9IMxFxjJMA6Q3GkjzPqvmEYyOg0Whxs4LL013TLaTQ/embed?start=false&slide=id.g9e9d68fbe8_27_0
235,2020-10-29,1,Monster Trivia,Humanities,Literature,Social Studies,,11,No,No,8,11,,7,11,11,5,,,6,8,,Jenny,https://docs.google.com/presentation/d/1MhBMMus05lw1Xb1lQpLdSLXNict5efG-XzvSkagU6lQ/embed?start=false&slide=id.ga6568ef58f_16_63
236,2020-10-29,2,Costume Challenge,Misc,Pop Culture,,,8,No,No,7,7,6,7,7,,7,,,6,7,,Dad,https://docs.google.com/presentation/d/1MhBMMus05lw1Xb1lQpLdSLXNict5efG-XzvSkagU6lQ/embed?start=false&slide=id.ga6568ef58f_21_45
237,2020-10-29,3,Miscellaneous Halloween,Misc,,,,8,No,No,,4,6,5,6,5,3,,,6,5,,Alex,https://docs.google.com/presentation/d/1MhBMMus05lw1Xb1lQpLdSLXNict5efG-XzvSkagU6lQ/embed?start=false&slide=id.ga6568ef58f_41_578
238,2020-10-29,4,Horror Films,Entertainment,Movies,,,8,No,No,2,1,1,2,4,4,,,,6,2,,Mom,https://docs.google.com/presentation/d/1MhBMMus05lw1Xb1lQpLdSLXNict5efG-XzvSkagU6lQ/embed?start=false&slide=id.ga6568ef58f_26_45
239,2020-10-29,5,Time Traveler,Humanities,Grammar and Vocab,,,8,No,No,6,2,3,6,6,3,3,,,,2,,Drew,https://docs.google.com/presentation/d/1MhBMMus05lw1Xb1lQpLdSLXNict5efG-XzvSkagU6lQ/embed?start=false&slide=id.ga6568ef58f_31_4
240,2020-10-29,6,Candy Land,Food,,,,8,No,No,2,5.5,5,5.5,,3,2.5,,,6,2,,Zach,https://docs.google.com/presentation/d/1MhBMMus05lw1Xb1lQpLdSLXNict5efG-XzvSkagU6lQ/embed?start=false&slide=id.ga6568ef58f_36_0
241,2020-10-29,7,Spooky Traditions Around the World,Humanities,Social Studies,,,8,No,No,3,5,5,,5,3,4,,,6,3,,Ichigo,https://docs.google.com/presentation/d/1MhBMMus05lw1Xb1lQpLdSLXNict5efG-XzvSkagU6lQ/embed?start=false&slide=id.ga6568ef58f_2_3205
242,2020-11-05,1,Fact or Fiction?,Misc,,,,8,No,No,5,5,,6,7,5,4,,5,7,7,,Jenny,https://docs.google.com/presentation/d/1GKF2BLC5pCO1MwnJUbnlT9II661YxnUSFgZHO_8T2Dc/embed?start=false&slide=id.g9fe679dad2_6_53
243,2020-11-05,2,Swing States Picture Round,Geography,Current Events,Politics,,9,No,No,7.5,6.5,6,9,,6,6,,4.5,5.75,6.5,,Zach,https://docs.google.com/presentation/d/1GKF2BLC5pCO1MwnJUbnlT9II661YxnUSFgZHO_8T2Dc/embed?start=false&slide=id.ga877374b7f_2_45
244,2020-11-05,3,Sports Movie Quotes,Entertainment,Movies,Sports,,8,No,No,6,4,5,4,5,8,3,,7,,5,,Drew,https://docs.google.com/presentation/d/1GKF2BLC5pCO1MwnJUbnlT9II661YxnUSFgZHO_8T2Dc/embed?start=false&slide=id.ga877374b7f_7_0
245,2020-11-05,4,Icty Nicks,Geography,Word Games,,,8,No,No,8,7,6,8,6,8,6,,,7,5,,Jeff,https://docs.google.com/presentation/d/1GKF2BLC5pCO1MwnJUbnlT9II661YxnUSFgZHO_8T2Dc/embed?start=false&slide=id.ga877374b7f_0_0
246,2020-11-05,5,Books Triplex,Humanities,Literature,,,8,No,No,8,3,2,,4,7,2,,3,2,3,,Ichigo,https://docs.google.com/presentation/d/1GKF2BLC5pCO1MwnJUbnlT9II661YxnUSFgZHO_8T2Dc/embed?start=false&slide=id.g9fe679dad2_1_164
247,2020-11-05,6,TV Quiz Shows,Entertainment,Television,,,9,No,No,5,4,5,5,8,,3,,6,6,3,,Dad,https://docs.google.com/presentation/d/1GKF2BLC5pCO1MwnJUbnlT9II661YxnUSFgZHO_8T2Dc/embed?start=false&slide=id.g9fe679db7e_1_50
248,2020-11-05,7,Bad Movie Reviews,Entertainment,Movies,,,8,No,No,,4,5,6,5,5,1,,3,5,4,,Alex,https://docs.google.com/presentation/d/1GKF2BLC5pCO1MwnJUbnlT9II661YxnUSFgZHO_8T2Dc/embed?start=false&slide=id.g9fe679db7e_6_312
249,2020-11-05,8,Presidential Election Fun Facts,History,Modern History,Politics,,8,No,No,5,,2,7,5,2,5,,4,6,2,,Megan,https://docs.google.com/presentation/d/1GKF2BLC5pCO1MwnJUbnlT9II661YxnUSFgZHO_8T2Dc/embed?start=false&slide=id.g9fe679dad2_11_45
250,2020-11-12,1,On This Date In History,History,Modern History,,Birthday - Zach,8,No,No,8,6,,5,7,7,5,,,8,5,,Jenny,https://docs.google.com/presentation/d/1xnFWfUZ3TiWc1QNjx63VSsveTlWECj0cW_hm_JmmJ8o/embed?start=false&slide=id.ga160f95529_2_50
251,2020-11-12,2,Common Bond Movie Picture Round,Entertainment,Movies,Common Bond,,9,No,No,7,,5,6,8,7,2,,,8,7,,Megan,https://docs.google.com/presentation/d/1xnFWfUZ3TiWc1QNjx63VSsveTlWECj0cW_hm_JmmJ8o/embed?start=false&slide=id.ga160f95529_7_45
252,2020-11-12,3,Jeopardy,Hodgepodge,,,,8,No,No,3,3,1,3,3,3,3,,,,4,,Drew,https://docs.google.com/presentation/d/1xnFWfUZ3TiWc1QNjx63VSsveTlWECj0cW_hm_JmmJ8o/embed?start=false&slide=id.ga160f95529_12_0
253,2020-11-12,4,November,Hodgepodge,,,,8,No,No,5,6,5,6,5,,2,,,4,2,,Dad,https://docs.google.com/presentation/d/1xnFWfUZ3TiWc1QNjx63VSsveTlWECj0cW_hm_JmmJ8o/embed?start=false&slide=id.ga160f95529_38_1502
254,2020-11-12,5,Which Came First,History,Modern History,Pop Culture,,8,No,No,7,7,5,6,6,6,6,,,7,,,Chris,https://docs.google.com/presentation/d/1xnFWfUZ3TiWc1QNjx63VSsveTlWECj0cW_hm_JmmJ8o/embed?start=false&slide=id.gab021749bd_1_0
255,2020-11-12,6,XXVI,Misc,,,,9,No,No,8,8,9,8,8,8,,,,8,8,,Mom,https://docs.google.com/presentation/d/1xnFWfUZ3TiWc1QNjx63VSsveTlWECj0cW_hm_JmmJ8o/embed?start=false&slide=id.ga160f95529_33_0
256,2020-11-12,7,Spoiler Alert!,Entertainment,Movies,,,8,No,No,6,5.5,2,3.5,7,5,2,,,6,6,,,https://docs.google.com/presentation/d/1xnFWfUZ3TiWc1QNjx63VSsveTlWECj0cW_hm_JmmJ8o/embed?start=false&slide=id.ga160f95529_23_45
257,2020-11-12,8,Hodgepodge,Hodgepodge,,,,8,No,No,,4,6,2,5,5,1,,,3,5,,Alex,https://docs.google.com/presentation/d/1xnFWfUZ3TiWc1QNjx63VSsveTlWECj0cW_hm_JmmJ8o/embed?start=false&slide=id.ga160f95529_28_624
258,2020-11-19,1,Trivia,Misc,,,,8,No,No,8,5,7,5,7,5,,,6,6,6,,Mom,https://docs.google.com/presentation/d/1lzIC-b5S3zpn7-kfxnEijby-3LZboU7R5hIrc1pyz2k/embed?start=false&slide=id.gaca389dac8_2_45
259,2020-11-19,2,State Flags Picture Round,Geography,,,,8,No,No,3,3,7,5,3,,2,,8,7,3,,Dad,https://docs.google.com/presentation/d/1lzIC-b5S3zpn7-kfxnEijby-3LZboU7R5hIrc1pyz2k/embed?start=false&slide=id.gaca389dac8_7_45
260,2020-11-19,3,Incoherent Titles Music Round,Music,,,,8,No,No,7,,3,7,7,7,0,,7,7,5,,Megan,https://docs.google.com/presentation/d/1lzIC-b5S3zpn7-kfxnEijby-3LZboU7R5hIrc1pyz2k/embed?start=false&slide=id.gaca389dac8_38_111
261,2020-11-19,4,A&Q Multiple Choice,Misc,,,,8,No,No,7,8,8,8,8,7,8,,,8,6,,Jeff,https://docs.google.com/presentation/d/1lzIC-b5S3zpn7-kfxnEijby-3LZboU7R5hIrc1pyz2k/embed?start=false&slide=id.gaca389dac8_17_75
262,2020-11-19,5,Pop Culture,Entertainment,Pop Culture,,,10,No,No,3,3,,4,6,1,0,,,7,6,,Jenny,https://docs.google.com/presentation/d/1lzIC-b5S3zpn7-kfxnEijby-3LZboU7R5hIrc1pyz2k/embed?start=false&slide=id.gaca389dac8_22_53
263,2020-11-19,6,And So It Ends,Entertainment,Movies,,,11,No,No,9,7,4,7,,7,2,,8,7,8,,Zach,https://docs.google.com/presentation/d/1lzIC-b5S3zpn7-kfxnEijby-3LZboU7R5hIrc1pyz2k/embed?start=false&slide=id.gaca389dac8_12_57
264,2020-11-19,7,Misheard Lyrics,Music,,,,8,No,No,5,5,3,4,5,7,3,,7,,3,,Drew,https://docs.google.com/presentation/d/1lzIC-b5S3zpn7-kfxnEijby-3LZboU7R5hIrc1pyz2k/embed?start=false&slide=id.gaca389dac8_27_0
265,2020-11-19,8,Common Bonds,Word Games,,,,9,No,No,,6,7,6,7,6,7,,7,7,7,,Alex,https://docs.google.com/presentation/d/1lzIC-b5S3zpn7-kfxnEijby-3LZboU7R5hIrc1pyz2k/embed?start=false&slide=id.gaca389dac8_32_59
266,2020-12-03,1,Who Said It?,Misc,Family,,,10,No,No,8,7,4,10,7,6,3,,,,5,,Drew,https://docs.google.com/presentation/d/1Ukw05sL0AfEfzp0uHq173Fr1T_h6SF_W9uNhEPFrXII/embed?start=false&slide=id.gaf26ab45fd_26_0
267,2020-12-03,2,Dog Show Picture Round,Nature,Animals,,,8,No,No,3,3,5,4,5,,4,,,4,5,,Dad,https://docs.google.com/presentation/d/1Ukw05sL0AfEfzp0uHq173Fr1T_h6SF_W9uNhEPFrXII/embed?start=false&slide=id.gaf26ab45fd_6_0
268,2020-12-03,3,Christmas Remixes Music Round,Music,,,,8,No,No,6,7,6.5,,7.5,6.5,4,,,5,3,,Ichigo,https://docs.google.com/presentation/d/1Ukw05sL0AfEfzp0uHq173Fr1T_h6SF_W9uNhEPFrXII/embed?start=false&slide=id.ga5bbec9c1d_0_1558
269,2020-12-03,4,Take Two,Entertainment,Movies,,,10,No,No,3,,1,2,1,6,0,,,1,0,,Megan,https://docs.google.com/presentation/d/1Ukw05sL0AfEfzp0uHq173Fr1T_h6SF_W9uNhEPFrXII/embed?start=false&slide=id.gaf26ab45fd_11_405
270,2020-12-03,5,Stop Motion Movies,Entertainment,Movies,Animated,,8,No,No,6,8,,7,8,7,3,,,3,1,,Jenny,https://docs.google.com/presentation/d/1Ukw05sL0AfEfzp0uHq173Fr1T_h6SF_W9uNhEPFrXII/embed?start=false&slide=id.ga5bbec9c1d_2_50
271,2020-12-03,6,December,Misc,,,,8,No,No,6,3,4,5,5,4,,,,5,3,,Mom,https://docs.google.com/presentation/d/1Ukw05sL0AfEfzp0uHq173Fr1T_h6SF_W9uNhEPFrXII/embed?start=false&slide=id.gaf26ab45fd_16_119
272,2020-12-03,7,Um Actually R2,Entertainment,Pop Culture,,,8,No,No,6.5,4,7,3,,5.5,1,,,2,4,,Zach,https://docs.google.com/presentation/d/1Ukw05sL0AfEfzp0uHq173Fr1T_h6SF_W9uNhEPFrXII/embed?start=false&slide=id.gaf26ab45fd_21_77
273,2020-12-10,1,Christmas Recipes,Food,,,,8,No,No,8,,8,8,,,8,,7,7,3,,Dad,https://docs.google.com/presentation/d/1OGPAUtnKrZgxcs0C67twHQrH6wy6AtSbx5BRs2nI1wo/embed?start=false&slide=id.ga839b8a388_2_50
274,2020-12-10,2,Happy Hanukkah! Celebrity Pictures,Entertainment,Movies,Television,,8,No,No,8,,,6,,7,2,,6,7,7,,Jenny,https://docs.google.com/presentation/d/1OGPAUtnKrZgxcs0C67twHQrH6wy6AtSbx5BRs2nI1wo/embed?start=false&slide=id.ga839b8a388_7_58
275,2020-12-10,3,Animal Behavior,Nature,Animals,,,8,No,No,3,,5,3,,4,,,4,5,5,,Mom,https://docs.google.com/presentation/d/1OGPAUtnKrZgxcs0C67twHQrH6wy6AtSbx5BRs2nI1wo/embed?start=false&slide=id.ga83be2e8bc_4_0
276,2020-12-10,4,Sports Movie Quotes,Entertainment,Movies,Sports,,8,No,No,4,,2.5,3.5,,9,3.5,,6,,3.5,,Drew,https://docs.google.com/presentation/d/1OGPAUtnKrZgxcs0C67twHQrH6wy6AtSbx5BRs2nI1wo/embed?start=false&slide=id.ga839b8a388_17_45
277,2020-12-10,5,World Capitals,Geography,,,,8,No,No,7,,5,6,,6,3,,8,6,,,Chris,https://docs.google.com/presentation/d/1OGPAUtnKrZgxcs0C67twHQrH6wy6AtSbx5BRs2nI1wo/embed?start=false&slide=id.ga83be2e8bc_9_45
278,2020-12-10,6,Soup,Food,,,,8,No,No,,,7,8,,7,4,,5,6,3,,Alex,https://docs.google.com/presentation/d/1OGPAUtnKrZgxcs0C67twHQrH6wy6AtSbx5BRs2nI1wo/embed?start=false&slide=id.ga839b8a388_12_8348
279,2020-12-10,7,Common Bond,Hodgepodge,Common Bond,,,9,No,No,6,,4,,,7,2,,7,9,7,,Ichigo,https://docs.google.com/presentation/d/1OGPAUtnKrZgxcs0C67twHQrH6wy6AtSbx5BRs2nI1wo/embed?start=false&slide=id.ga839b8a388_0_0
280,2020-12-17,1,I'll be Home for Christmas,Geography,,,Christmas,8,No,No,4,2.5,2,7,2,4,2,,3,,2,,Drew,https://docs.google.com/presentation/d/1G9Qq7sJCBjo_GuPyF8xcmdHkgzUVHx1EB8qQPsJGb5A/embed?start=false&slide=id.gb205fd9a9d_1_45
281,2020-12-17,2,Santa Picture Round,Entertainment,Movies,,,8,No,No,5,6,7,2,6,,5,,6,5,2,,Dad,https://docs.google.com/presentation/d/1G9Qq7sJCBjo_GuPyF8xcmdHkgzUVHx1EB8qQPsJGb5A/embed?start=false&slide=id.gb205fd9a9d_6_45
282,2020-12-17,3,24-Dec,History,Modern History,,,8,No,No,5,4,5,3,5,4,,,6,5,3,,Mom,https://docs.google.com/presentation/d/1G9Qq7sJCBjo_GuPyF8xcmdHkgzUVHx1EB8qQPsJGb5A/embed?start=false&slide=id.gb205fd9a9d_11_0
283,2020-12-17,4,Christmas Movie Quotes,Entertainment,Movies,,,8,No,No,4,,7,4,6,5,3,,3,4,4,,Megan,https://docs.google.com/presentation/d/1G9Qq7sJCBjo_GuPyF8xcmdHkgzUVHx1EB8qQPsJGb5A/embed?start=false&slide=id.gb205fd9a9d_16_45
284,2020-12-17,5,How Old Am I?,Misc,Family,,,9,No,No,7,9,7,,9,3,3,,5,7,7,,Ichigo,https://docs.google.com/presentation/d/1G9Qq7sJCBjo_GuPyF8xcmdHkgzUVHx1EB8qQPsJGb5A/embed?start=false&slide=id.gb205fd98c2_0_18
285,2020-12-17,6,The World's Largest,Misc,,,,8,No,No,3,4,6,4,5,4,4,,,3,1,,Jeff,https://docs.google.com/presentation/d/1G9Qq7sJCBjo_GuPyF8xcmdHkgzUVHx1EB8qQPsJGb5A/embed?start=false&slide=id.gb205fd9a9d_31_78
286,2020-12-17,7,Finish the Lyric Christmas Carols,Music,,,,8,No,No,7,8,,3,6,6,5,,6,6,3,,Jenny,https://docs.google.com/presentation/d/1G9Qq7sJCBjo_GuPyF8xcmdHkgzUVHx1EB8qQPsJGb5A/embed?start=false&slide=id.gb205fd9a9d_21_53
287,2020-12-17,8,Ichigo Hodgepodge,Hodgepodge,,,,8,No,No,,6,7,9,5,7,2,,4,6,5,,Alex,https://docs.google.com/presentation/d/1G9Qq7sJCBjo_GuPyF8xcmdHkgzUVHx1EB8qQPsJGb5A/embed?start=false&slide=id.gb205fd9a9d_26_229
288,2020-12-31,1,2020 Quotes,Current Events,,,,8,No,No,6,6,,5,6,7,3,,,,6,,Jenny,https://docs.google.com/presentation/d/19VpW8euIQc07E7Rba8j2qc0O5nePfRp3A1uPCb7B09w/embed?start=false&slide=id.gb310102e4d_2_53
289,2020-12-31,2,In Memorium Pix,Entertainment,Pop Culture,,,8,No,No,7,5,6,5,7,5,6,,,,6,,,https://docs.google.com/presentation/d/19VpW8euIQc07E7Rba8j2qc0O5nePfRp3A1uPCb7B09w/embed?start=false&slide=id.gb310102e4d_7_45
290,2020-12-31,3,Disaster of the Month,Current Events,,,,9,No,No,5,,5,4,5,2,1,,,,1,,Megan,https://docs.google.com/presentation/d/19VpW8euIQc07E7Rba8j2qc0O5nePfRp3A1uPCb7B09w/embed?start=false&slide=id.gb310102e4d_22_47
291,2020-12-31,4,20s Trivia,History,Modern History,,,10,No,No,10,8,4,7,7,5,6,,,,,,Chris,https://docs.google.com/presentation/d/19VpW8euIQc07E7Rba8j2qc0O5nePfRp3A1uPCb7B09w/embed?start=false&slide=id.gb310102e4d_27_218
292,2020-12-31,5,Resolutions,Misc,,,,8,No,No,7,7,6,,7,5,5,,,,8,,Ichigo,https://docs.google.com/presentation/d/19VpW8euIQc07E7Rba8j2qc0O5nePfRp3A1uPCb7B09w/embed?start=false&slide=id.gaa25f98147_2_1432
293,2020-12-31,6,2020 Stock Picture Round,Misc,,,,8,No,No,3,0,6,5,,4,3,,,,7,,Zach,https://docs.google.com/presentation/d/19VpW8euIQc07E7Rba8j2qc0O5nePfRp3A1uPCb7B09w/embed?start=false&slide=id.gb310102e4d_17_45
294,2020-12-31,7,Trivial Pursuit,Hodgepodge,,,,9,No,No,6.5,4,9,7,8,,4,,,,4,,Dad,https://docs.google.com/presentation/d/19VpW8euIQc07E7Rba8j2qc0O5nePfRp3A1uPCb7B09w/embed?start=false&slide=id.gb310102e4d_12_1502
295,2021-01-07,1,I just watched the news,Current Events,,,,8,No,No,4,,4,4,,4,4,,,,5,,Drew,https://docs.google.com/presentation/d/1gQS4S8NvkHN8vwF5b-QfGku9XuT0-8yEjai_apnbHqs/embed?start=false&slide=id.gab9a7e89cb_16_0
296,2021-01-07,2,Animated red heads picture round**,Entertainment,Television,Animated,,10,No,No,10,,,6,,10,4,,,10,7,,Jenny,https://docs.google.com/presentation/d/1gQS4S8NvkHN8vwF5b-QfGku9XuT0-8yEjai_apnbHqs/embed?start=false&slide=id.gab9a7e89cb_6_45
297,2021-01-07,3,trivial Pursuit,Hodgepodge,,,,8,No,No,4,,6,3,,,4,,,6,4,,Dad,https://docs.google.com/presentation/d/1gQS4S8NvkHN8vwF5b-QfGku9XuT0-8yEjai_apnbHqs/embed?start=false&slide=id.gab9a7e89cb_11_1502
298,2021-01-07,4,population,Misc,,,,8,No,No,5,,5,3,,5,,,,6,3,,Mom,https://docs.google.com/presentation/d/1gQS4S8NvkHN8vwF5b-QfGku9XuT0-8yEjai_apnbHqs/embed?start=false&slide=id.gab9a7e89cb_21_0
299,2021-01-07,5,beards,Misc,,,,8,No,No,6,,8,,,7,4.5,,,5.5,8,,Ichigo,https://docs.google.com/presentation/d/1gQS4S8NvkHN8vwF5b-QfGku9XuT0-8yEjai_apnbHqs/embed?start=false&slide=id.gab9bc8babd_0_5
